8.1.1	vaiśaṃpāyana uvāca tato droṇe hate rājan duryodhanamukhā nṛpāḥ bhṛśam udvignamanaso droṇaputram upāgaman
8.1.16	tataḥ śatrukṣayaṃ kṛtvā sumahāntaṃ raṇe vṛṣaḥ paśyatāṃ dhārtarāṣṭrāṇāṃ phalgunena nipātitaḥ
8.1.17	tatas tat saṃjayaḥ sarvaṃ gatvā nāgāhvayaṃ puram ācakhyau dhṛtarāṣṭrāya yad vṛttaṃ kurujāṅgale
8.1.18	janamejaya uvāca āpageyaṃ hataṃ śrutvā droṇaṃ ca samare paraiḥ yo jagāma parām ārtiṃ vṛddho rājāmbikāsutaḥ
8.1.19	sa śrutvā nihataṃ karṇaṃ duryodhanahitaiṣiṇam kathaṃ dvijavara prāṇān adhārayata duḥkhitaḥ
8.1.20	yasmiñ jayāśāṃ putrāṇām amanyata sa pārthivaḥ tasmin hate sa kauravyaḥ kathaṃ prāṇān adhārayat
8.1.21	durmaraṃ bata manye 'haṃ nṛṇāṃ kṛcchre 'pi vartatām yatra karṇaṃ hataṃ śrutvā nātyajaj jīvitaṃ nṛpaḥ
8.1.22	tathā śāṃtanavaṃ vṛddhaṃ brahman bāhlikam eva ca droṇaṃ ca somadattaṃ ca bhūriśravasam eva ca
8.1.23	tathaiva cānyān suhṛdaḥ putrapautrāṃś ca pātitān śrutvā yan nājahāt prāṇāṃs tan manye duṣkaraṃ dvija
8.1.24	etan me sarvam ācakṣva vistareṇa tapodhana na hi tṛpyāmi pūrveṣāṃ śṛṇvānaś caritaṃ mahat
8.1.25	vaiśaṃpāyana uvāca hate karṇe mahārāja niśi gāvalgaṇis tadā dīno yayau nāgapuram aśvair vātasamair jave
8.1.26	sa hāstinapuraṃ gatvā bhṛśam udvignamānasaḥ jagāma dhṛtarāṣṭrasya kṣayaṃ prakṣīṇabāndhavam
8.1.27	sa samudvīkṣya rājānaṃ kaśmalābhihataujasam vavande prāñjalir bhūtvā mūrdhnā pādau nṛpasya ha
8.1.28	saṃpūjya ca yathānyāyaṃ dhṛtarāṣṭraṃ mahīpatim hā kaṣṭam iti coktvā sa tato vacanam ādade
8.1.29	saṃjayo 'haṃ kṣitipate kaccid āste sukhaṃ bhavān svadoṣeṇāpadaṃ prāpya kaccin nādya vimuhyasi
8.1.30	hitāny uktāni viduradroṇagāṅgeyakeśavaiḥ agṛhītāny anusmṛtya kaccin na kuruṣe vyathām
8.1.31	rāmanāradakaṇvaiś ca hitam uktaṃ sabhātale nagṛhītam anusmṛtya kaccin na kuruṣe vyathām
8.1.32	suhṛdas tvaddhite yuktān bhīṣmadroṇamukhān paraiḥ nihatān yudhi saṃsmṛtya kaccin na kuruṣe vyathām
8.1.33	tam evaṃvādinaṃ rājā sūtaputraṃ kṛtāñjalim sudīrgham abhiniḥśvasya duḥkhārta idam abravīt
8.1.34	gāṅgeye nihate śūre divyāstravati saṃjaya droṇe ca parameṣvāse bhṛśaṃ me vyathitaṃ manaḥ
8.1.35	yo rathānāṃ sahasrāṇi daṃśitānāṃ daśaiva hi ahany ahani tejasvī nijaghne vasusaṃbhavaḥ
8.1.36	sa hato yajñasenasya putreṇeha śikhaṇḍinā pāṇḍaveyābhiguptena bhṛśaṃ me vyathitaṃ manaḥ
8.1.37	bhārgavaḥ pradadau yasmai paramāstraṃ mahātmane sākṣād rāmeṇa yo bālye dhanurveda upākṛtaḥ
8.1.38	yasya prasādāt kaunteyā rājaputrā mahābalāḥ mahārathatvaṃ saṃprāptās tathānye vasudhādhipāḥ
8.1.39	taṃ droṇaṃ nihataṃ śrutvā dhṛṣṭadyumnena saṃyuge satyasaṃdhaṃ maheṣvāsaṃ bhṛśaṃ me vyathitaṃ manaḥ
8.1.40	trailokye yasya śāstreṣu na pumān vidyate samaḥ taṃ droṇaṃ nihataṃ śrutvā kim akurvata māmakāḥ
8.1.41	saṃśaptakānāṃ ca bale pāṇḍavena mahātmanā dhanaṃjayena vikramya gamite yamasādanam
8.1.42	nārāyaṇāstre nihate droṇaputrasya dhīmataḥ hataśeṣeṣv anīkeṣu kim akurvata māmakāḥ
8.1.43	vipradrutān ahaṃ manye nimagnaḥ śokasāgare plavamānān hate droṇe sannanaukān ivārṇave
8.1.44	duryodhanasya karṇasya bhojasya kṛtavarmaṇaḥ madrarājasya śalyasya drauṇeś caiva kṛpasya ca
8.1.45	matputraśeṣasya tathā tathānyeṣāṃ ca saṃjaya viprakīrṇeṣv anīkeṣu mukhavarṇo 'bhavat katham
8.1.46	etat sarvaṃ yathā vṛttaṃ tattvaṃ gāvalgaṇe raṇe ācakṣva pāṇḍaveyānāṃ māmakānāṃ ca sarvaśaḥ
8.1.47	saṃjaya uvāca pāṇḍaveyair hi yad vṛttaṃ kauraveyeṣu māriṣa tac chrutvā mā vyathāṃ kārṣīd iṣṭe na vyathate manaḥ
8.1.48	yasmād abhāvī bhāvī vā bhaved artho naraṃ prati aprāptau tasya vā prāptau na kaś cid vyathate budhaḥ
8.1.49	dhṛtarāṣṭra uvāca na vyathā śṛṇvataḥ kā cid vidyate mama saṃjaya diṣṭam etat purā manye kathayasva yathecchakam
8.2.1	saṃjaya uvāca hate droṇe maheṣvāse tava putrā mahārathāḥ babhūvur āśvastamukhā viṣaṇṇā gatacetasaḥ
8.2.2	avāṅmukhāḥ śastrabhṛtaḥ sarva eva viśāṃ pate aprekṣamāṇāḥ śokārtā nābhyabhāṣan parasparam
8.2.3	tān dṛṣṭvā vyathitākārān sainyāni tava bhārata ūrdhvam evābhyavekṣanta duḥkhatrastāny anekaśaḥ
8.2.4	śastrāṇy eṣāṃ ca rājendra śoṇitāktāny aśeṣataḥ prābhraśyanta karāgrebhyo dṛṣṭvā droṇaṃ nipātitam
8.2.5	tāni baddhāny aniṣṭāni lambamānāni bhārata adṛśyanta mahārāja nakṣatrāṇi yathā divi
8.2.6	tathārtaṃ stimitaṃ dṛṣṭvā gatasattvam iva sthitam svaṃ balaṃ tan mahārāja rājā duryodhano 'bravīt
8.2.7	bhavatāṃ bāhuvīryaṃ hi samāśritya mayā yudhi pāṇḍaveyāḥ samāhūtā yuddhaṃ cedaṃ pravartitam
8.2.8	tad idaṃ nihate droṇe viṣaṇṇam iva lakṣyate yudhyamānāś ca samare yodhā vadhyanti sarvataḥ
8.2.9	jayo vāpi vadho vāpi yudhyamānasya saṃyuge bhavet kim atra citraṃ vai yudhyadhvaṃ sarvatomukhāḥ
8.2.10	paśyadhvaṃ ca mahātmānaṃ karṇaṃ vaikartanaṃ yudhi pracarantaṃ maheṣvāsaṃ divyair astrair mahābalam
8.2.11	yasya vai yudhi saṃtrāsāt kuntīputro dhanaṃjayaḥ nivartate sadāmarṣāt siṃhāt kṣudramṛgo yathā
8.2.12	yena nāgāyutaprāṇo bhīmaseno mahābalaḥ mānuṣeṇaiva yuddhena tām avasthāṃ praveśitaḥ
8.2.13	yena divyāstravic chūro māyāvī sa ghaṭotkacaḥ amoghayā raṇe śaktyā nihato bhairavaṃ nadan
8.2.14	tasya duṣpāravīryasya satyasaṃdhasya dhīmataḥ bāhvor draviṇam akṣayyam adya drakṣyatha saṃyuge
8.2.15	droṇaputrasya vikrāntaṃ rādheyasyaiva cobhayoḥ pāṇḍupāñcālasainyeṣu drakṣyathāpi mahātmanoḥ
8.2.16	sarva eva bhavantaś ca śūrāḥ prājñāḥ kulodgatāḥ śīlavantaḥ kṛtāstrāś ca drakṣyathādya parasparam
8.2.17	evam ukte mahārāja karṇo vaikartano nṛpaḥ siṃhanādaṃ vinadyoccaiḥ prāyudhyata mahābalaḥ
8.2.18	sa sṛñjayānāṃ sarveṣāṃ pāñcālānāṃ ca paśyatām kekayānāṃ videhānām akarot kadanaṃ mahat
8.2.19	tasyeṣudhārāḥ śataśaḥ prādurāsañ śarāsanāt agre puṅkhe ca saṃsaktā yathā bhramarapaṅktayaḥ
8.2.20	sa pīḍayitvā pāñcālān pāṇḍavāṃś ca tarasvinaḥ hatvā sahasraśo yodhān arjunena nipātitaḥ
8.3.1	vaiśaṃpāyana uvāca etac chrutvā mahārāja dhṛtarāṣṭro 'mbikāsutaḥ śokasyāntam apaśyan vai hataṃ matvā suyodhanam vihvalaḥ patito bhūmau naṣṭacetā iva dvipaḥ
8.3.2	tasmin nipatite bhūmau vihvale rājasattame ārtanādo mahān āsīt strīṇāṃ bharatasattama
8.3.3	sa śabdaḥ pṛthivīṃ sarvāṃ pūrayām āsa sarvaśaḥ śokārṇave mahāghore nimagnā bharatastriyaḥ
8.3.4	rājānaṃ ca samāsādya gāndhārī bharatarṣabha niḥsaṃjñā patitā bhūmau sarvāṇy antaḥpurāṇi ca
8.3.5	tatas tāḥ saṃjayo rājan samāśvāsayad āturāḥ muhyamānāḥ subahuśo muñcantyo vāri netrajam
8.3.6	samāśvastāḥ striyas tās tu vepamānā muhur muhuḥ kadalya iva vātena dhūyamānāḥ samantataḥ
8.3.7	rājānaṃ viduraś cāpi prajñācakṣuṣam īśvaram āśvāsayām āsa tadā siñcaṃs toyena kauravam
8.3.8	sa labdhvā śanakaiḥ saṃjñāṃ tāś ca dṛṣṭvā striyo nṛpa unmatta iva rājā sa sthitas tūṣṇīṃ viśāṃ pate
8.3.9	tato dhyātvā ciraṃ kālaṃ niḥśvasaṃś ca punaḥ punaḥ svān putrān garhayām āsa bahu mene ca pāṇḍavān
8.3.10	garhayitvātmano buddhiṃ śakuneḥ saubalasya ca dhyātvā ca suciraṃ kālaṃ vepamāno muhur muhuḥ
8.3.11	saṃstabhya ca mano bhūyo rājā dhairyasamanvitaḥ punar gāvalgaṇiṃ sūtaṃ paryapṛcchata saṃjayam
8.3.12	yat tvayā kathitaṃ vākyaṃ śrutaṃ saṃjaya tan mayā kaccid duryodhanaḥ sūta na gato vai yamakṣayam brūhi saṃjaya tattvena punar uktāṃ kathām imām
8.3.13	evam ukto 'bravīt sūto rājānaṃ janamejaya hato vaikartano rājan saha putrair mahārathaiḥ bhrātṛbhiś ca maheṣvāsaiḥ sūtaputrais tanutyajaiḥ
8.3.14	duḥśāsanaś ca nihataḥ pāṇḍavena yaśasvinā pītaṃ ca rudhiraṃ kopād bhīmasenena saṃyuge
8.4.1	vaiśaṃpāyana uvāca etac chrutvā mahārāja dhṛtarāṣṭro 'mbikāsutaḥ abravīt saṃjayaṃ sūtaṃ śokavyākulacetanaḥ
8.4.2	duṣpraṇītena me tāta manasābhiplutātmanaḥ hataṃ vaikartanaṃ śrutvā śoko marmāṇi kṛntati
8.4.3	kṛtāstraparamāḥ śalye duḥkhapāraṃ titīrṣavaḥ kurūṇāṃ sṛñjayānāṃ ca ke nu jīvanti ke mṛtāḥ
8.4.4	saṃjaya uvāca hataḥ śāṃtanavo rājan durādharṣaḥ pratāpavān hatvā pāṇḍavayodhānām arbudaṃ daśabhir dinaiḥ
8.4.5	tato droṇo maheṣvāsaḥ pāñcālānāṃ rathavrajān nihatya yudhi durdharṣaḥ paścād rukmaratho hataḥ
8.4.6	hataśiṣṭasya bhīṣmeṇa droṇena ca mahātmanā ardhaṃ nihatya sainyasya karṇo vaikartano hataḥ
8.4.7	viviṃśatir mahārāja rājaputro mahābalaḥ ānartayodhāñ śataśo nihatya nihato raṇe
8.4.8	atha putro vikarṇas te kṣatravratam anusmaran kṣīṇavāhāyudhaḥ śūraḥ sthito 'bhimukhataḥ parān
8.4.9	ghorarūpān parikleśān duryodhanakṛtān bahūn pratijñāṃ smaratā caiva bhīmasenena pātitaḥ
8.4.10	vindānuvindāv āvantyau rājaputrau mahābalau kṛtvā nasukaraṃ karma gatau vaivasvatakṣayam
8.4.11	sindhurāṣṭramukhānīha daśa rāṣṭrāṇi yasya vai vaśe tiṣṭhanti vīrasya yaḥ sthitas tava śāsane
8.4.12	akṣauhiṇīr daśaikāṃ ca nirjitya niśitaiḥ śaraiḥ arjunena hato rājan mahāvīryo jayadrathaḥ
8.4.13	tathā duryodhanasutas tarasvī yuddhadurmadaḥ vartamānaḥ pituḥ śāstre saubhadreṇa nipātitaḥ
8.4.14	tathā dauḥśāsanir vīro bāhuśālī raṇotkaṭaḥ draupadeyena vikramya gamito yamasādanam
8.4.15	kirātānām adhipatiḥ sāgarānūpavāsinām devarājasya dharmātmā priyo bahumataḥ sakhā
8.4.16	bhagadatto mahīpālaḥ kṣatradharmarataḥ sadā dhanaṃjayena vikramya gamito yamasādanam
8.4.17	tathā kauravadāyādaḥ saumadattir mahāyaśāḥ hato bhūriśravā rājañ śūraḥ sātyakinā yudhi
8.4.18	śrutāyur api cāmbaṣṭhaḥ kṣatriyāṇāṃ dhanurdharaḥ carann abhītavat saṃkhye nihataḥ savyasācinā
8.4.19	tava putraḥ sadā saṃkhye kṛtāstro yuddhadurmadaḥ duḥśāsano mahārāja bhīmasenena pātitaḥ
8.4.20	yasya rājan gajānīkaṃ bahusāhasram adbhutam sudakṣiṇaḥ sa saṃgrāme nihataḥ savyasācinā
8.4.21	kosalānām adhipatir hatvā bahuśatān parān saubhadreṇa hi vikramya gamito yamasādanam
8.4.22	bahuśo yodhayitvā ca bhīmasenaṃ mahārathaḥ citrasenas tava suto bhīmasenena pātitaḥ
8.4.23	madrarājātmajaḥ śūraḥ pareṣāṃ bhayavardhanaḥ asicarmadharaḥ śrīmān saubhadreṇa nipātitaḥ
8.4.24	samaḥ karṇasya samare yaḥ sa karṇasya paśyataḥ vṛṣaseno mahātejāḥ śīghrāstraḥ kṛtaniścayaḥ
8.4.25	abhimanyor vadhaṃ smṛtvā pratijñām api cātmanaḥ dhanaṃjayena vikramya gamito yamasādanam
8.4.26	nityaprasaktavairo yaḥ pāṇḍavaiḥ pṛthivīpatiḥ viśrāvya vairaṃ pārthena śrutāyuḥ sa nipātitaḥ
8.4.27	śalyaputras tu vikrāntaḥ sahadevena māriṣa hato rukmaratho rājan bhrātā mātulajo yudhi
8.4.28	rājā bhagīratho vṛddho bṛhatkṣatraś ca kekayaḥ parākramantau vikrāntau nihatau vīryavattarau
8.4.29	bhagadattasuto rājan kṛtaprajño mahābalaḥ śyenavac caratā saṃkhye nakulena nipātitaḥ
8.4.30	pitāmahas tava tathā bāhlikaḥ saha bāhlikaiḥ bhīmasenena vikramya gamito yamasādanam
8.4.31	jayatsenas tathā rājañ jārāsaṃdhir mahābalaḥ māgadho nihataḥ saṃkhye saubhadreṇa mahātmanā
8.4.32	putras te durmukho rājan duḥsahaś ca mahārathaḥ gadayā bhīmasenena nihatau śūramāninau
8.4.33	durmarṣaṇo durviṣaho durjayaś ca mahārathaḥ kṛtvā nasukaraṃ karma gatā vaivasvatakṣayam
8.4.34	sacivo vṛṣavarmā te sūtaḥ paramavīryavān bhīmasenena vikramya gamito yamasādanam
8.4.35	nāgāyutabalo rājā nāgāyutabalo mahān sagaṇaḥ pāṇḍuputreṇa nihataḥ savyasācinā
8.4.36	vasātayo mahārāja dvisāhasrāḥ prahāriṇaḥ śūrasenāś ca vikrāntāḥ sarve yudhi nipātitāḥ
8.4.37	abhīṣāhāḥ kavacinaḥ praharanto madotkaṭāḥ śibayaś ca rathodārāḥ kaliṅgasahitā hatāḥ
8.4.38	gokule nityasaṃvṛddhā yuddhe paramakovidāḥ śreṇayo bahusāhasrāḥ saṃśaptakagaṇāś ca ye te sarve pārtham āsādya gatā vaivasvatakṣayam
8.4.39	syālau tava mahārāja rājānau vṛṣakācalau tvadarthe saṃparākrāntau nihatau savyasācinā
8.4.40	ugrakarmā maheṣvāso nāmataḥ karmatas tathā śālvarājo mahārāja bhīmasenena pātitaḥ
8.4.41	oghavāṃś ca mahārāja bṛhantaḥ sahito raṇe parākramantau mitrārthe gatau vaivasvatakṣayam
8.4.42	tathaiva rathināṃ śreṣṭhaḥ kṣemadhūrtir viśāṃ pate nihato gadayā rājan bhīmasenena saṃyuge
8.4.43	tathā rājā maheṣvāso jalasaṃdho mahābalaḥ sumahat kadanaṃ kṛtvā hataḥ sātyakinā raṇe
8.4.44	alāyudho rākṣasendraḥ kharabandhurayānagaḥ ghaṭotkacena vikramya gamito yamasādanam
8.4.45	rādheyāḥ sūtaputrāś ca bhrātaraś ca mahārathāḥ kekayāḥ sarvaśaś cāpi nihatāḥ savyasācinā
8.4.46	mālavā madrakāś caiva draviḍāś cogravikramāḥ yaudheyāś ca lalitthāś ca kṣudrakāś cāpy uśīnarāḥ
8.4.47	māvellakās tuṇḍikerāḥ sāvitrīputrakāñcalāḥ prācyodīcyāḥ pratīcyāś ca dākṣiṇātyāś ca māriṣa
8.4.48	pattīnāṃ nihatāḥ saṃghā hayānām ayutāni ca rathavrajāś ca nihatā hatāś ca varavāraṇāḥ
8.4.49	sadhvajāḥ sāyudhāḥ śūrāḥ savarmāmbarabhūṣaṇāḥ kālena mahatā yattāḥ kule ye ca vivardhitāḥ
8.4.50	te hatāḥ samare rājan pārthenākliṣṭakarmaṇā anye tathāmitabalāḥ parasparavadhaiṣiṇaḥ
8.4.51	ete cānye ca bahavo rājānaḥ sagaṇā raṇe hatāḥ sahasraśo rājan yan māṃ tvaṃ paripṛcchasi evam eṣa kṣayo vṛttaḥ karṇārjunasamāgame
8.4.52	mahendreṇa yathā vṛtro yathā rāmeṇa rāvaṇaḥ yathā kṛṣṇena nihato muro raṇanipātitaḥ kārtavīryaś ca rāmeṇa bhārgaveṇa hato yathā
8.4.53	sajñātibāndhavaḥ śūraḥ samare yuddhadurmadaḥ raṇe kṛtvā mahāyuddhaṃ ghoraṃ trailokyaviśrutam
8.4.54	tathārjunena nihato dvairathe yuddhadurmadaḥ sāmātyabāndhavo rājan karṇaḥ praharatāṃ varaḥ
8.4.55	jayāśā dhārtarāṣṭrāṇāṃ vairasya ca mukhaṃ yataḥ tīrṇaṃ tat pāṇḍavai rājan yat purā nāvabudhyase
8.4.56	ucyamāno mahārāja bandhubhir hitakāṅkṣibhiḥ tad idaṃ samanuprāptaṃ vyasanaṃ tvāṃ mahātyayam
8.4.57	putrāṇāṃ rājyakāmānāṃ tvayā rājan hitaiṣiṇā ahitānīva cīrṇāni teṣāṃ te phalam āgatam
8.4.58	dhṛtarāṣṭra uvāca ākhyātā māmakās tāta nihatā yudhi pāṇḍavaiḥ nihatān pāṇḍaveyānāṃ māmakair brūhi saṃjaya
8.4.59	saṃjaya uvāca kuntayo yudhi vikrāntā mahāsattvā mahābalāḥ sānubandhāḥ sahāmātyā bhīṣmeṇa yudhi pātitāḥ
8.4.60	samaḥ kirīṭinā saṃkhye vīryeṇa ca balena ca satyajit satyasaṃdhena droṇena nihato raṇe
8.4.61	tathā virāṭadrupadau vṛddhau sahasutau nṛpau parākramantau mitrārthe droṇena nihatau raṇe
8.4.62	yo bāla eva samare saṃmitaḥ savyasācinā keśavena ca durdharṣo baladevena cābhibhūḥ
8.4.63	sa eṣa kadanaṃ kṛtvā mahad raṇaviśāradaḥ parivārya mahāmātraiḥ ṣaḍbhiḥ paramakai rathaiḥ aśaknuvadbhir bībhatsum abhimanyur nipātitaḥ
8.4.64	taṃ kṛtaṃ virathaṃ vīraṃ kṣatradharme vyavasthitam dauḥśāsanir mahārāja saubhadraṃ hatavān raṇe
8.4.65	bṛhantas tu maheṣvāsaḥ kṛtāstro yuddhadurmadaḥ duḥśāsanena vikramya gamito yamasādanam
8.4.66	maṇimān daṇḍadhāraś ca rājānau yuddhadurmadau parākramantau mitrārthe droṇena vinipātitau
8.4.67	aṃśumān bhojarājas tu sahasainyo mahārathaḥ bhāradvājena vikramya gamito yamasādanam
8.4.68	citrāyudhaś citrayodhī kṛtvā tau kadanaṃ mahat citramārgeṇa vikramya karṇena nihatau yudhi
8.4.69	vṛkodarasamo yuddhe dṛḍhaḥ kekayajo yudhi kekayenaiva vikramya bhrātrā bhrātā nipātitaḥ
8.4.70	janamejayo gadāyodhī pārvatīyaḥ pratāpavān durmukhena mahārāja tava putreṇa pātitaḥ
8.4.71	rocamānau naravyāghrau rocamānau grahāv iva droṇena yugapad rājan divaṃ saṃpreṣitau śaraiḥ
8.4.72	nṛpāś ca pratiyudhyantaḥ parākrāntā viśāṃ pate kṛtvā nasukaraṃ karma gatā vaivasvatakṣayam
8.4.73	purujit kuntibhojaś ca mātulaḥ savyasācinaḥ saṃgrāmanirjitāṃl lokān gamito droṇasāyakaiḥ
8.4.74	abhibhūḥ kāśirājaś ca kāśikair bahubhir vṛtaḥ vasudānasya putreṇa nyāsito deham āhave
8.4.75	amitaujā yudhāmanyur uttamaujāś ca vīryavān nihatya śataśaḥ śūrān parair vinihatau raṇe
8.4.76	kṣatradharmā ca pāñcālyaḥ kṣatravarmā ca māriṣa droṇena parameṣvāsau gamitau yamasādanam
8.4.77	śikhaṇḍitanayo yuddhe kṣatradevo yudhāṃ patiḥ lakṣmaṇena hato rājaṃs tava pautreṇa bhārata
8.4.78	sucitraś citradharmā ca pitāputrau mahārathau pracarantau mahāvīryau droṇena nihatau raṇe
8.4.79	vārdhakṣemir mahārāja kṛtvā kadanam āhave bāhlikena mahārāja kauraveṇa nipātitaḥ
8.4.80	dhṛṣṭaketur mahārāja cedīnāṃ pravaro rathaḥ kṛtvā nasukaraṃ karma gato vaivasvatakṣayam
8.4.81	tathā satyadhṛtis tāta kṛtvā kadanam āhave pāṇḍavārthe parākrānto gamito yamasādanam
8.4.82	putras tu śiśupālasya suketuḥ pṛthivīpate nihatya śātravān saṃkhye droṇena nihato yudhi
8.4.83	tathā satyadhṛtir vīro madirāśvaś ca vīryavān sūryadattaś ca vikrānto nihato droṇasāyakaiḥ
8.4.84	śreṇimāṃś ca mahārāja yudhyamānaḥ parākramī kṛtvā nasukaraṃ karma gato vaivasvatakṣayam
8.4.85	tathaiva yudhi vikrānto māgadhaḥ paravīrahā bhīṣmeṇa nihato rājan yudhyamānaḥ parākramī
8.4.86	vasudānaś ca kadanaṃ kurvāṇo 'tīva saṃyuge bhāradvājena vikramya gamito yamasādanam
8.4.87	ete cānye ca bahavaḥ pāṇḍavānāṃ mahārathāḥ hatā droṇena vikramya yan māṃ tvaṃ paripṛcchasi
8.4.88	dhṛtarāṣṭra uvāca hatapravīre sainye 'smin māmake vadatāṃ vara ahatāñ śaṃsa me sūta ye 'tra jīvanti ke cana
8.4.89	eteṣu nihateṣv adya ye tvayā parikīrtitāḥ ahatān manyase yāṃs tvaṃ te 'pi svargajito matāḥ
8.4.90	saṃjaya uvāca yasmin mahāstrāṇi samarpitāni; citrāṇi śubhrāṇi caturvidhāni divyāni rājan nihitāni caiva; droṇena vīradvijasattamena
8.4.91	mahārathaḥ kṛtimān kṣiprahasto; dṛḍhāyudho dṛḍhamuṣṭir dṛḍheṣuḥ sa vīryavān droṇaputras tarasvī; vyavasthito yoddhukāmas tvadarthe
8.4.92	ānartavāsī hṛdikātmajo 'sau; mahārathaḥ sātvatānāṃ variṣṭhaḥ svayaṃ bhojaḥ kṛtavarmā kṛtāstro; vyavasthito yoddhukāmas tvadarthe
8.4.93	śāradvato gautamaś cāpi rājan; mahābalo bahucitrāstrayodhī dhanuś citraṃ sumahad bhārasāhaṃ; vyavasthito yotsyamānaḥ pragṛhya
8.4.94	ārtāyaniḥ samare duṣprakampyaḥ; senāgraṇīḥ prathamas tāvakānām svasreyāṃs tān pāṇḍaveyān visṛjya; satyāṃ vācaṃ tāṃ cikīrṣus tarasvī
8.4.95	tejovadhaṃ sūtaputrasya saṃkhye; pratiśrutvājātaśatroḥ purastāt durādharṣaḥ śakrasamānavīryaḥ; śalyaḥ sthito yoddhukāmas tvadarthe
8.4.96	ājāneyaiḥ saindhavaiḥ pārvatīyair; nadījakāmbojavanāyubāhlikaiḥ gāndhārarājaḥ svabalena yukto; vyavasthito yoddhukāmas tvadarthe
8.4.97	tathā sutas te jvalanārkavarṇaṃ; rathaṃ samāsthāya kurupravīra vyavasthitaḥ kurumitro narendra; vyabhre sūryo bhrājamāno yathā vai
8.4.98	duryodhano nāgakulasya madhye; mahāvīryaḥ saha sainyapravīraiḥ rathena jāmbūnadabhūṣaṇena; vyavasthitaḥ samare yoddhukāmaḥ
8.4.99	sa rājamadhye puruṣapravīro; rarāja jāmbūnadacitravarmā padmaprabho vahnir ivālpadhūmo; meghāntare sūrya iva prakāśaḥ
8.4.100	tathā suṣeṇo 'py asicarmapāṇis; tavātmajaḥ satyasenaś ca vīraḥ vyavasthitau citrasenena sārdhaṃ; hṛṣṭātmānau samare yoddhukāmau
8.4.101	hrīniṣedhā bharatā rājaputrāś; citrāyudhaḥ śrutakarmā jayaś ca śalaś ca satyavrataduḥśalau ca; vyavasthitā balino yoddhukāmāḥ
8.4.102	kaitavyānām adhipaḥ śūramānī; raṇe raṇe śatruhā rājaputraḥ patrī hayī nāgarathaprayāyī; vyavasthito yoddhukāmas tvadarthe
8.4.103	vīraḥ śrutāyuś ca śrutāyudhaś ca; citrāṅgadaś citravarmā sa vīraḥ vyavasthitā ye tu sainye narāgryāḥ; prahāriṇo māninaḥ satyasaṃdhāḥ
8.4.104	karṇātmajaḥ satyaseno mahātmā; vyavasthitaḥ samare yoddhukāmaḥ athāparau karṇasutau varārhau; vyavasthitau laghuhastau narendra balaṃ mahad durbhidam alpadhairyaiḥ; samāśritau yotsyamānau tvadarthe
8.4.105	etaiś ca mukhyair aparaiś ca rājan; yodhapravīrair amitaprabhāvaiḥ vyavasthito nāgakulasya madhye; yathā mahendraḥ kururājo jayāya
8.4.106	dhṛtarāṣṭra uvāca ākhyātā jīvamānā ye parebhyo 'nye yathātatham itīdam abhigacchāmi vyaktam arthābhipattitaḥ
8.4.107	vaiśaṃpāyana uvāca evaṃ bruvann eva tadā dhṛtarāṣṭro 'mbikāsutaḥ hatapravīraṃ vidhvastaṃ kiṃciccheṣaṃ svakaṃ balam śrutvā vyāmoham agamac chokavyākulitendriyaḥ
